idx	pmid	cancer_name_from_study	cohortsize	cancer_class	gene	ensemblid	mutation_type	element	num_of_mutations	mutatedsamplesize	somatic	germline	evidencetype	evidencemethod	adult_cancer	project_code	data_source_url	cancer_category	primary_site	cancer_full_name	solid_tumor	cancertype	project_source	first_author_first_name	first_author_last_name	journal_name	year	cosmic
104	25261935	PanCancer	863	primary/metastatic	MYNN	ENSG00000085274	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
105	25261935	PanCancer	863	primary/metastatic	NALCN	ENSG00000102452	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
106	25261935	PanCancer	863	primary/metastatic	NCF1	ENSG00000158517	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
107	25261935	PanCancer	863	primary/metastatic	NCOA7	ENSG00000111912	SNV	promoter	NA	2	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
108	25261935	PanCancer	863	primary/metastatic	NEK11	ENSG00000114670	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
109	25261935	PanCancer	863	primary/metastatic	NOMO1	ENSG00000103512	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
110	25261935	PanCancer	863	primary/metastatic	NPAS3	ENSG00000151322	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
111	25261935	PanCancer	863	primary/metastatic	NPEPPS	ENSG00000141279	SNV	promoter	NA	2	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
112	25261935	PanCancer	863	primary/metastatic	NXPE1	ENSG00000095110	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
113	25261935	PanCancer	863	primary/metastatic	OR2L2	ENSG00000203663	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
114	25261935	PanCancer	863	primary/metastatic	OR2W3	ENSG00000238243	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
115	25261935	PanCancer	863	primary/metastatic	OR9G1	ENSG00000174914	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
116	25261935	PanCancer	863	primary/metastatic	OTUB1	ENSG00000167770	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
117	25261935	PanCancer	863	primary/metastatic	OXNAD1	ENSG00000154814	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
118	25261935	PanCancer	863	primary/metastatic	PACS1	ENSG00000175115	SNV	promoter	NA	1	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
119	25261935	PanCancer	863	primary/metastatic	PAPD5	ENSG00000121274	SNV	promoter	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
120	25261935	PanCancer	863	primary/metastatic	PES1	ENSG00000100029	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
121	25261935	PanCancer	863	primary/metastatic	PFN2	ENSG00000070087	SNV	promoter	NA	2	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
122	25261935	PanCancer	863	primary/metastatic	PGR	ENSG00000082175	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
123	25261935	PanCancer	863	primary/metastatic	PLAGL1	ENSG00000118495	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
124	25261935	PanCancer	863	primary/metastatic	PLEKHS1	ENSG00000148735	SNV	promoter	NA	20	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
125	25261935	PanCancer	863	primary/metastatic	POLR2D	ENSG00000144231	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
126	25261935	PanCancer	863	primary/metastatic	POU5F1B	ENSG00000212993	SNV	promoter	NA	1	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
127	25261935	PanCancer	863	primary/metastatic	PPAPDC1A	ENSG00000203805	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
128	25261935	PanCancer	863	primary/metastatic	PRSS1	ENSG00000261473	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
129	25261935	PanCancer	863	primary/metastatic	PSG5	ENSG00000204941	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
130	25261935	PanCancer	863	primary/metastatic	RGPD8	ENSG00000169629	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
131	25261935	PanCancer	863	primary/metastatic	RGS18	ENSG00000150681	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
132	25261935	PanCancer	863	primary/metastatic	RNF10	ENSG00000022840	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
133	25261935	PanCancer	863	primary/metastatic	RNF185	ENSG00000138942	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
134	25261935	PanCancer	863	primary/metastatic	RP11-160N1.10	ENSG00000204814	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
135	25261935	PanCancer	863	primary/metastatic	RP11-181C3.1	ENSG00000245017	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
136	25261935	PanCancer	863	primary/metastatic	RP11-231C14.4	ENSG00000169203	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
137	25261935	PanCancer	863	primary/metastatic	RP11-683L23.1	ENSG00000173213	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
138	25261935	PanCancer	863	primary/metastatic	RP11-758M4.1	ENSG00000254349	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
139	25261935	PanCancer	863	primary/metastatic	RPL13A	ENSG00000142541	SNV	promoter	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
140	25261935	PanCancer	863	primary/metastatic	RPS27	ENSG00000177954	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
141	25261935	PanCancer	863	primary/metastatic	RUNDC3B	ENSG00000105784	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
142	25261935	PanCancer	863	primary/metastatic	SECISBP2	ENSG00000187742	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
143	25261935	PanCancer	863	primary/metastatic	SETDB2	ENSG00000136169	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
144	25261935	PanCancer	863	primary/metastatic	SLC12A2	ENSG00000064651	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
145	25261935	PanCancer	863	primary/metastatic	SMG1	ENSG00000157106	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
146	25261935	PanCancer	863	primary/metastatic	SMUG1	ENSG00000123415	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
147	25261935	PanCancer	863	primary/metastatic	SP2	ENSG00000167182	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
148	25261935	PanCancer	863	primary/metastatic	STAG3L5P	ENSG00000242294	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
149	25261935	PanCancer	863	primary/metastatic	STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
150	25261935	PanCancer	863	primary/metastatic	SWI5	ENSG00000175854	SNV	promoter	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
151	25261935	PanCancer	863	primary/metastatic	TBC1D2B	ENSG00000167202	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
152	25261935	PanCancer	863	primary/metastatic	TCF3	ENSG00000071564	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
153	25261935	PanCancer	863	primary/metastatic	TCL1A	ENSG00000100721	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
154	25261935	PanCancer	863	primary/metastatic	TERT	ENSG00000164362	SNV	promoter	NA	53	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
155	25261935	PanCancer	863	primary/metastatic	TMEM101	ENSG00000091947	SNV	promoter	NA	2	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
156	25261935	PanCancer	863	primary/metastatic	TNK2	ENSG00000061938	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
157	25261935	PanCancer	863	primary/metastatic	TOB2	ENSG00000183864	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
158	25261935	PanCancer	863	primary/metastatic	TPM3	ENSG00000143549	SNV	promoter	NA	9	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
159	25261935	PanCancer	863	primary/metastatic	TPSAB1	ENSG00000172236	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
160	25261935	PanCancer	863	primary/metastatic	TPSB2	ENSG00000197253	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
161	25261935	PanCancer	863	primary/metastatic	TPTE	ENSG00000166157	SNV	promoter	NA	9	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
162	25261935	PanCancer	863	primary/metastatic	TRBV5-4	ENSG00000260843	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
163	25261935	PanCancer	863	primary/metastatic	TRMT10C	ENSG00000174173	SNV	promoter	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
164	25261935	PanCancer	863	primary/metastatic	TRPM4	ENSG00000130529	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
165	25261935	PanCancer	863	primary/metastatic	TRPV4	ENSG00000111199	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
166	25261935	PanCancer	863	primary/metastatic	UBALD1	ENSG00000153443	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
167	25261935	PanCancer	863	primary/metastatic	VCPIP1	ENSG00000175073	SNV	promoter	NA	7	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
168	25261935	PanCancer	863	primary/metastatic	WDR74	ENSG00000133316	SNV	promoter	NA	17	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
169	25261935	PanCancer	863	primary/metastatic	XBP1	ENSG00000100219	SNV	promoter	NA	1	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
170	25261935	PanCancer	863	primary/metastatic	YME1L1	ENSG00000136758	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
171	25261935	PanCancer	863	primary/metastatic	ZDHHC14	ENSG00000175048	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
172	25261935	PanCancer	863	primary/metastatic	ZDHHC16	ENSG00000171307	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
173	25261935	PanCancer	863	primary/metastatic	ZNF28	ENSG00000198538	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
174	25261935	PanCancer	863	primary/metastatic	ZNF324	ENSG00000083812	SNV	promoter	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
175	25261935	PanCancer	863	primary/metastatic	ZNF488	ENSG00000165388	SNV	promoter	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
176	25261935	PanCancer	863	primary/metastatic	ZNF705G	ENSG00000215372	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
177	25261935	PanCancer	863	primary/metastatic	ZNF716	ENSG00000260355	SNV	promoter	NA	9	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
178	25261935	PanCancer	863	primary/metastatic	ZNF717	ENSG00000227124	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
179	25261935	PanCancer	863	primary/metastatic	ZNF727	ENSG00000257482	SNV	promoter	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
180	25261935	PanCancer	863	primary/metastatic	ZNF799	ENSG00000196466	SNV	promoter	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
181	25261935	PanCancer	863	primary/metastatic	ZNF812	ENSG00000224689	SNV	promoter	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
182	25261935	PanCancer	863	primary/metastatic	ALG10B	ENSG00000175548	SNV 	5UTR	NA	8	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
183	25261935	PanCancer	863	primary/metastatic	BCL2	ENSG00000171791	SNV 	5UTR	NA	5	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
184	25261935	PanCancer	863	primary/metastatic	BCL6	ENSG00000113916	SNV 	5UTR	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
185	25261935	PanCancer	863	primary/metastatic	BCL7A	ENSG00000110987	SNV 	5UTR	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	Yes
186	25261935	PanCancer	863	primary/metastatic	C1orf159	ENSG00000131591	SNV 	5UTR	NA	6	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
187	25261935	PanCancer	863	primary/metastatic	DERL1	ENSG00000136986	SNV 	5UTR	NA	3	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
188	25261935	PanCancer	863	primary/metastatic	DHX16	ENSG00000227222	SNV 	5UTR	NA	4	Yes	No	computational prediction	custom statistic test (hotspot)	adult	none	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Nils	Weinhold	Nature Genetics	2014	No
